"BK_CLIENTE","COD_CLIENTE","LOJA_CLIENTE","NOME_CLIENTE","SEGMENTACAO_ATIVIDADE_1","INSTANCIA"
"P |01|SA1T10|M SP|TMSWAH04","TMSWAH","04","WANDER HORONGOSO                        ","      ","01"
"P |01|SA1T10|M SP|TMSWAH05","TMSWAH","05","WANDER                                  ","      ","01"
"P |01|SA1T10|M SP|TMSWAH06","TMSWAH","06","WANDER                                  ","      ","01"
"P |01|SA1T10|M SP|TMSWAH07","TMSWAH","07","WANDER                                  ","      ","01"
"P |01|SA1T10|M SP|TMSWAH08","TMSWAH","08","WADNER                                  ","      ","01"
"P |01|SA1T10|M SP|TMSWAI01","TMSWAI","01","ENRICO MIGUEL DOS SANTOS                ","      ","01"
"P |01|SA1T10|M SP|TMSWAJ01","TMSWAJ","01","NOAH RAIMUNDO LOPES                     ","      ","01"
"P |01|SA1T10|M SP|TMSWAK01","TMSWAK","01","TESTE CENTRAL EXCLUSAO ARQUIVO SBX COM R","      ","01"
"P |01|SA1T10|M SP|TMSWAL01","TMSWAL","01","TESTE REGISTRO ATIVO COM MESMO CPF      ","      ","01"
"P |01|SA1T10|M SP|TMSWAM01","TMSWAM","01","LEGENDA BLOQUEIO FUTURO                 ","      ","01"
"P |01|SA1T10|M SP|TMSWAN01","TMSWAN","01","TESTE CENTRAL SIBSBX ZERO DOIS          ","      ","01"
"P |01|SA1T10|M SP|TMSWAO01","TMSWAO","01","TESTE CENTRAL SIBSBX ZERO QUATRO        ","      ","01"
"P |01|SA1T10|M SP|TMSWAP01","TMSWAP","01","TESTE VIDA EXTRA                        ","      ","01"
"P |01|SA1T10|M SP|TMSWAQ01","TMSWAQ","01","TESTE CENTRAL BENE DEZOITO              ","      ","01"
"P |01|SA1T10|M SP|TMSWAR01","TMSWAR","01","TESTE CENTRAL BENE QUATRO               ","      ","01"
"P |01|SA1T10|M SP|TMSWAS01","TMSWAS","01","TESTE CENTRAL BENE SEIS                 ","      ","01"
"P |01|SA1T10|M SP|TMSWAT01","TMSWAT","01","TESTE CENTRAL BENE NOVE                 ","      ","01"
"P |01|SA1T10|M SP|TMSWAU01","TMSWAU","01","TESTE CENTRAL BENE DEZESSETE            ","      ","01"
"P |01|SA1T10|M SP|TMSWAV01","TMSWAV","01","TESTE CENTRAL BENE VINTEUM              ","      ","01"
"P |01|SA1T10|M SP|TMSWAW01","TMSWAW","01","TESTE CENTRAL BENE VINTEDOIS            ","      ","01"
"P |01|SA1T10|M SP|TMSWAX01","TMSWAX","01","TESTE CENTRAL BENE VINTETRES            ","      ","01"
"P |01|SA1T10|M SP|TMSWAY01","TMSWAY","01","TESTE CENTRAL BENE VINTEQUATRO          ","      ","01"
"P |01|SA1T10|M SP|TMSWAZ01","TMSWAZ","01","TESTE CENTRAL BENE VINTECINCO           ","      ","01"
"P |01|SA1T10|M SP|TMSWB001","TMSWB0","01","TESTE CENTRAL BENE VINTESEIS            ","      ","01"
"P |01|SA1T10|M SP|TMSWB101","TMSWB1","01","TESTE CENTRAL BENE VINTESETE            ","      ","01"
"P |01|SA1T10|M SP|TMSWB201","TMSWB2","01","TESTE CENTRAL BENE DEZENOVE             ","      ","01"
"P |01|SA1T10|M SP|TMSWB301","TMSWB3","01","TESTE CENTRAL SBXVALIDO                 ","      ","01"
"P |01|SA1T10|M SP|TMSWB401","TMSWB4","01","TESTE CENTRAL RETIFICACAO               ","      ","01"
"P |01|SA1T10|M SP|TMSWB501","TMSWB5","01","TESTE CENTRAL EXCLUSAO BENEF            ","      ","01"
"P |01|SA1T10|M SP|TMSWB601","TMSWB6","01","TESTE CENTRAL EXCLUSAO BENEF SEGUNDO    ","      ","01"
"P |01|SA1T10|M SP|TMSWB701","TMSWB7","01","REAJUSTE TITULAR                        ","      ","01"
"P |01|SA1T10|M SP|TMSWB801","TMSWB8","01","GABRIEL MARCOS VINICIUS RYAN MORAES     ","      ","01"
"P |01|SA1T10|M SP|TMSWB901","TMSWB9","01","ISAAC HUGO ASSIS                        ","      ","01"
"P |01|SA1T10|M SP|TMSWBA01","TMSWBA","01","PIETRO CARLOS ROBERTO FOGACA            ","      ","01"
"P |01|SA1T10|M SP|TMSWBB01","TMSWBB","01","IAN CARLOS ASSIS                        ","      ","01"
"P |01|SA1T10|M SP|TMSWBC01","TMSWBC","01","ENZO LUCCA LEONARDO DUARTE              ","      ","01"
"P |01|SA1T10|M SP|TMSWBD01","TMSWBD","01","FERNANDO NATHAN FARIAS                  ","      ","01"
"P |01|SA1T10|M SP|TMSWBE01","TMSWBE","01","MANOEL ARTHUR RIBEIRO                   ","      ","01"
"P |01|SA1T10|M SP|TMSWBF01","TMSWBF","01"," RUAN CAUA DA COSTA                     ","      ","01"
"P |01|SA1T10|M SP|TMSWBG01","TMSWBG","01","PIETRO MARCOS VINICIUS MIGUEL DA MOTA   ","      ","01"
"P |01|SA1T10|M SP|TMSWBH01","TMSWBH","01","ISABELLE SABRINA DOS SANTOS             ","      ","01"
"P |01|SA1T10|M SP|TMSWBI01","TMSWBI","01","VITOR MIGUEL FREITAS                    ","      ","01"
"P |01|SA1T10|M SP|TMSWBJ01","TMSWBJ","01","GUILHERME EDUARDO GAEL BARROS           ","      ","01"
"P |01|SA1T10|M SP|TMSWBK01","TMSWBK","01","EMANUELLY NINA HELOISA MOREIRA          ","      ","01"
"P |01|SA1T10|M SP|TMSWBL01","TMSWBL","01","OSCAR                                   ","      ","01"
"P |01|SA1T10|M SP|TMSWBM01","TMSWBM","01","LEANDRO TITULAR                         ","      ","01"
"P |01|SA1T10|M SP|TMSWBN01","TMSWBN","01","PAULO VINICIUS BARBOSA                  ","      ","01"
"P |01|SA1T10|M SP|TMSWBO01","TMSWBO","01","ROBERTO PEDRO                           ","      ","01"
"P |01|SA1T10|M SP|TMSWBP01","TMSWBP","01","ROBERTO TADASHI                         ","      ","01"
"P |01|SA1T10|M SP|TMSWBQ01","TMSWBQ","01","CATELYN STARK                           ","      ","01"
"P |01|SA1T10|M SP|TMSWBR01","TMSWBR","01","SANSA STARK                             ","      ","01"
"P |01|SA1T10|M SP|TMSWBS01","TMSWBS","01","JON SNOW                                ","      ","01"
"P |01|SA1T10|M SP|TMSWBT01","TMSWBT","01","RAFAEL SOARES                           ","      ","01"
"P |01|SA1T10|M SP|TMSWBU01","TMSWBU","01","JULIANA SANTOS DA SILVA                 ","      ","01"
"P |01|SA1T10|M SP|TMSWBV01","TMSWBV","01","FERNANDA ALMEIDA SANTOS                 ","      ","01"
"P |01|SA1T10|M SP|TMSWBW01","TMSWBW","01","MARIANA SANTOS DA SILVA                 ","      ","01"
"P |01|SA1T10|M SP|TMSWBX01","TMSWBX","01","HEITHOR SANTOS DA SILVA                 ","      ","01"
"P |01|SA1T10|M SP|TMSWBY01","TMSWBY","01","GABRIELA FERREIRA SILVA                 ","      ","01"
"P |01|SA1T10|M SP|TMSWBZ01","TMSWBZ","01","AMANDA FERREIRA CANUTO                  ","      ","01"
"P |01|SA1T10|M SP|TMSWC001","TMSWC0","01","HERNANDES ALVES DA SILVA                ","      ","01"
"P |01|SA1T10|M SP|TMSWC101","TMSWC1","01","ADRIANO LIMA BEZERRA                    ","      ","01"
"P |01|SA1T10|M SP|TMSWC201","TMSWC2","01","LUCIANO                                 ","      ","01"
"P |01|SA1T10|M SP|TMSWC301","TMSWC3","01","RENATO SEVERINO DA MATA                 ","      ","01"
"P |01|SA1T10|M SP|TMSWC401","TMSWC4","01","PLTISSBENEF TESTCASE18                  ","      ","01"
"P |01|SA1T10|M SP|TMSWC501","TMSWC5","01","PLS DSAUBE BENEF ODONTO CARENCIA        ","      ","01"
"P |01|SA1T10|M SP|TMSWC601","TMSWC6","01","PLS DSAUBE BENEF CPT CID                ","      ","01"
"P |01|SA1T10|M SP|TMSWC701","TMSWC7","01","PLS DSAUBE BENEF INTERNADO EMERGENCIA   ","      ","01"
"P |01|SA1T10|M SP|TMSWC801","TMSWC8","01","PLS DSAUBE BENEF MASCULINO              ","      ","01"
"P |01|SA1T10|M SP|TMSWC901","TMSWC9","01","PLS DSAUBE BENEF INTERNADO RDA BLOQ     ","      ","01"
"P |01|SA1T10|M SP|TMSWCA01","TMSWCA","01","PLS DSAUBE TITULAR                      ","      ","01"
"P |01|SA1T10|M SP|TMSWCB01","TMSWCB","01","PLS DSAUBE BENEF CREDITO DEBITO         ","      ","01"
"P |01|SA1T10|M SP|TMSWCC01","TMSWCC","01","PLS DSAUBE BEN CARTEIRINHA VENCIDA      ","      ","01"
"P |01|SA1T10|M SP|TMSWCD01","TMSWCD","01","PLS DSAUBE BEN FAMILIA BLOQ             ","      ","01"
"P |01|SA1T10|M SP|TMS_EX01","TMS_EX","01","ANA PARAGUAIA                           ","      ","01"
"P |01|SA1T10|M SP|TRP00101","TRP001","01","TRANSPORTADORA A                        ","      ","01"
"P |01|SA1T10|M SP|TRP00202","TRP002","02","TRANSPORTADORA B                        ","      ","01"
"P |01|SA1T10|X CT1|TAF00101","TAF001","01","CLIENTE TAF001 Y540                     ","      ","01"
"P |01|SA1T10|X CT2|TAF00101","TAF001","01","CLIENTE TAF001 Y540                     ","      ","01"
"P |01|SA1T10|X CT4|00000101","000001","01","PCOR070 - CLIENTE 1                     ","      ","01"
"P |01|SA1T10|X FIS|00000101","000001","01","CLIENTE PADRAO                          ","      ","01"
"P |01|SA1T10|X FIS|2302","23    ","02","TESTE                                   ","      ","01"
"P |01|SA1T10|X FIS|5501","55    ","01","TESTE                                   ","      ","01"
"P |01|SA1T10|X FIS|5502","55    ","02","TEST                                    ","      ","01"
"P |01|SA1T10|X FIS|5506","55    ","06","TESTE                                   ","      ","01"
"P |01|SA1T10|X FIS|6602","66    ","02","TESTE                                   ","      ","01"
"P |01|SA1T10|X FIS|FIS00101","FIS001","01","CLIENTE PJ RIO DE JANEIRO CF            ","      ","01"
"P |01|SA1T10|X FIS|FIS00201","FIS002","01","CLIENTE PJ BAHIA N CONTR                ","      ","01"
"P |01|SA1T10|X FIS|FIS00301","FIS003","01","CLIENTE PJ MINAS GERAIS                 ","      ","01"
"P |01|SA1T10|X FIS|FIS00401","FIS004","01","CLIENTE PJ BAHIA SIMPLES NACIONAL       ","      ","01"
"P |01|SA1T10|X FIS|FIS00501","FIS005","01","CLIENTE PJ SANTA CATARINA               ","      ","01"
"P |01|SA1T10|X FIS|FIS00601","FIS006","01","CLIENTE PJ EXPORTACAO                   ","      ","01"
"P |01|SA1T10|X FIS|FIS00701","FIS007","01","CLIENTE PJ SAO PAULO SERVICOS           ","      ","01"
"P |01|SA1T10|X FIS|FIS00801","FIS008","01","CLIENTE PJ SAO PAULO INSS               ","      ","01"
"P |01|SA1T10|X FIS|FIS00901","FIS009","01","CLIENTE PJ PERNAMBUCO                   ","      ","01"
"P |01|SA1T10|X FIS|FIS01001","FIS010","01","CLIENTE SAO PAULO P.VINCULO             ","      ","01"
"P |01|SA1T10|X FIS|FIS01101","FIS011","01","CLIENTE PJ SAO PAULO SOLIDARIO          ","      ","01"
"P |01|SA1T10|X FIS|FIS01201","FIS012","01","PA CONSUMIDOR FINAL                     ","      ","01"
"P |01|SA1T10|X FIS|FIS01301","FIS013","01","CLIENTE SOLID PA                        ","      ","01"
"P |01|SA1T10|X FIS|FIS01401","FIS014","01","CONSUMIDOR FINAL SP                     ","      ","01"
"P |01|SA1T10|X FIS|FIS01501","FIS015","01","SP FINAL PESSOA FISICA                  ","      ","01"
"P |01|SA1T10|X FIS|FIS01601","FIS016","01","CLIENTE PJ MINAS GERAIS CF              ","      ","01"
"P |01|SA1T10|X FIS|FIS01701","FIS017","01","CLIENTE PJ RONDONIA                     ","      ","01"
"P |01|SA1T10|X FIS|FIS01801","FIS018","01","MG CONS FINAL                           ","      ","01"
"P |01|SA1T10|X FIS|FIS01901","FIS019","01","CLIENTE RJ                              ","      ","01"
"P |01|SA1T10|X FIS|FIS02001","FIS020","01","PJ - SP - CONTRIBUINTE                  ","      ","01"
"P |01|SA1T10|X FIS|FIS02101","FIS021","01","PJ-SP-NAO CONTRIBUINTE                  ","      ","01"
"P |01|SA1T10|X FIS|FIS02201","FIS022","01","CLIENTE PJ RIO GRANDE DO SUL SOLIDARIO  ","      ","01"
"P |01|SA1T10|X FIS|FIS02301","FIS023","01","CLIENTE PJ RIO DE JANEIRO SOLID         ","      ","01"
"P |01|SA1T10|X FIS|FIS02401","FIS024","01","CLIENTE PJ ESPIRITO SANTOS SOLIDARIO    ","      ","01"
"P |01|SA1T10|X FIS|FIS02501","FIS025","01","CLIENTE  PJ - TOCANTINS                 ","      ","01"
"P |01|SA1T10|X FIS|FIS02601","FIS026","01","CLIENTE PJ - GOIAS                      ","      ","01"
"P |01|SA1T10|X FIS|FIS02701","FIS027","01","RJ-CONS FINAL                           ","      ","01"
"P |01|SA1T10|X FIS|FIS02801","FIS028","01","CONSUMIDOR FINAL PA                     ","      ","01"
"P |01|SA1T10|X FIS|FIS02901","FIS029","01","CLIENTE RS CONS FINAL                   ","      ","01"
"P |01|SA1T10|X FIS|FIS03001","FIS030","01","CLIENTE PJ SP ORGAO PUBLICO             ","      ","01"
"P |01|SA1T10|X FIS|FIS03101","FIS031","01","CLIENTE PE - RECIFE - REVENDEDOR        ","      ","01"
"P |01|SA1T10|X FIS|FIS03201","FIS032","01","RJ PESSOA FISICA COD MUN DFCGI          ","      ","01"
"P |01|SA1T10|X FIS|FIS03301","FIS033","01","SOLID SP                                ","      ","01"
"P |01|SA1T10|X FIS|FIS03401","FIS034","01","SC- JOINVILLE                           ","      ","01"
"P |01|SA1T10|X FIS|FIS03501","FIS035","01","CLIEENTE EX - P. VINCULO PREENCHIDO     ","      ","01"
"P |01|SA1T10|X FIS|FIS03601","FIS036","01","CLIENTE EX P. VINCULO VAZIO E TRES. TRI.","      ","01"
"P |01|SA1T10|X FIS|FIS03701","FIS037","01","CLIENTE SP                              ","      ","01"
"P |01|SA1T10|X FIS|FIS0381","FIS038","1 ","RETENCAO ISS VOLTA REDONDA              ","      ","01"
"P |01|SA1T10|X FIS|FIS03901","FIS039","01","RS CONSUMIDO FINAL                      ","      ","01"
"P |01|SA1T10|X FIS|FIS04001","FIS040","01","PADRAO SC REVENDEDOR                    ","      ","01"
"P |01|SA1T10|X FIS|FIS04101","FIS041","01","CLIENTE GO - CONSUMIDOR FINAL           ","      ","01"
"P |01|SA1T10|X FIS|FIS05401","FIS054","01","CLIENTE PJ RIO DE JANEIRO CONTRIB       ","      ","01"
"P |01|SA1T10|X FIS|FIS05501","FIS055","01","CLIENTE TOCANTIS                        ","      ","01"
"P |01|SA1T10|X FIS|FIS05601","FIS056","01","GIA RJ                                  ","      ","01"
"P |01|SA1T10|X FIS|FIS05701","FIS057","01","CLIENTE EXPORTACAO                      ","      ","01"
"P |01|SA1T10|X FIS|FIS05801","FIS058","01","CONS FINAL - NAO CONTRIB -SP            ","      ","01"
"P |01|SA1T10|X FIS|FIS05901","FIS059","01","CLIENTE PADRAO                          ","      ","01"
"P |01|SA1T10|X FIS|FIS06001","FIS060","01","RJ FINAL N CONTRIB                      ","      ","01"
"P |01|SA1T10|X FIS|FIS06101","FIS061","01","CLIENTE PJ MINAS GERAIS CF EFISCAL      ","      ","01"
"P |01|SA1T10|X FIS|FIS06201","FIS062","01","CLIENTE MG PJ                           ","      ","01"
"P |01|SA1T10|X FIS|FIS06301","FIS063","01","SOLIDARIO CEARA                         ","      ","01"
"P |01|SA1T10|X FIS|FIS06401","FIS064","01","TESTE - SC - N CONTRIBUINTE             ","      ","01"
"P |01|SA1T10|X FIS|FIS06501","FIS065","01","TESTE - ES - N CONTRIBUINTE             ","      ","01"
"P |01|SA1T10|X FIS|FIS06601","FIS066","01","EMPRESA PUBLICA ES                      ","      ","01"
"P |01|SA1T10|X FIS|FIS06701","FIS067","01","EMPRESA PUBLICA MG                      ","      ","01"
"P |01|SA1T10|X FIS|FIS06801","FIS068","01","SOLIDARIO SC                            ","      ","01"
"P |01|SA1T10|X FIS|FIS06901","FIS069","01","SOLIDARIO SC 2                          ","      ","01"
"P |01|SA1T10|X FIS|FIS07001","FIS070","01","SOLIDARIO SC 3                          ","      ","01"
"P |01|SA1T10|X TAF|TAF00201","TAF002","01","SUFRAMA - DESCONTO PARA ICMS E PIS/COFIN","      ","01"
"P |01|SA1T10|X TAF|TAF00301","TAF003","01","CLIENTE JURIDICO - REVENDEDOR  SAO PAULO","      ","01"
"P |01|SA1T10|X TAF|TAF00401","TAF004","01","CLIENTE JURIDICO REVENDEDOR RJ          ","      ","01"
"P |01|SA1T10|X TAF|TAF00501","TAF005","01","CLIENTE  JURIDICO SOLIDARIO MG          ","      ","01"
"P |01|SA1T10|X TAF|TAF10001","TAF100","01","CLIENTE 100 PROTHEUS X TAF              ","      ","01"
"P |01|SA1T10|X TAF|TAF10101","TAF101","01","CLIENTE 101 PROTHEUS X TAF              ","      ","01"
"P |01|SA1T10|X TAF|TAF10201","TAF102","01","CLIENTE 102 PROTHEUS X TAF              ","      ","01"
"P |01|SA1T10|X TAF|TAF10301","TAF103","01","CLIENTE 103 PROTHEUS X TAF              ","      ","01"
"P |01|SA1T10|X TAF|TAF10401","TAF104","01","CLIENTE 104 PROTHEUS X TAF              ","      ","01"
"P |01|SA1T10|X TAF|TAF10501","TAF105","01","CLIENTE 105 PROTHEUS X TAF              ","      ","01"
"P |01|SA1T10|X TAF|TAF10601","TAF106","01","CLIENTE 106 PROTHEUS X TAF              ","      ","01"
"P |01|SA1T10|X TAF|TAF10701","TAF107","01","CLIENTE 107 PROTHEUS X TAF              ","      ","01"
"P |01|SA1T10|X TAF|TAF10801","TAF108","01","CLIENTE 108 PROTHEUS X TAF              ","      ","01"
"P |01|SA1T10|X TSS|ANP00201","ANP002","01","ANP -DIFAL -SP                          ","      ","01"
"P |01|SA1T10|X TSS|NFSE011","NFSE01","1 ","NFSE CLIENTE TESTE                      ","      ","01"
"P |01|SA1T10|X TSS|TSS00101","TSS001","01","TSS001-PIS-COF                          ","      ","01"
"P |01|SA1T10|X TSS|TSS00201","TSS002","01","TSS002 - PJ SP                          ","      ","01"
"P |01|SA1T10|X TSS|TSS00301","TSS003","01","CLIENTE PJ SAO PAULO - SERV             ","      ","01"
"P |01|SA1T10|X TSS|TSS00401","TSS004","01","CLIENTE PJ SC                           ","      ","01"
"P |01|SA1T10|X TSS|TSS00501","TSS005","01","TSS006 - ISS - GO                       ","      ","01"
"P |01|SA1T10|X TSS|TSS00601","TSS006","01","CLIENTE CASA BRANCA-SP-PJ               ","      ","01"
"P |01|SA1T10|X TSS|TSS00701","TSS007","01","CLIENTE A. MAGALH - ES PJ               ","      ","01"
"P |01|SA1T10|X TSS|TSS00801","TSS008","01","SCHEMA INVALIDO                         ","      ","01"
"P |01|SA1T10|X TSS|TSS00901","TSS009","01","CLIENTE PJ AMAZONAS DESC ZFM            ","      ","01"
"P |01|SA1T10|X TSS|TSS01001","TSS010","01","CLIENTE PJ AMAZONAS - DESC ZFM NAO      ","      ","01"
"P |01|SA1T10|X TSS|TSS01201","TSS012","01","CLIENTE PJ  AMAZONAS DESC ZFM ICMS      ","      ","01"
"P |01|SA1T10|X TSS|TSS01301","TSS013","01","CLIENTE C. GRANDE - PJ - PB             ","      ","01"
"P |01|SA1T10|X TSS|TSS01401","TSS014","01","CLIENTE PARAISO TO - ISS                ","      ","01"
"P |01|SA1T10|X TSS|TSS01501","TSS015","01","CLIENTE CASA BRANCA-SP-PJ-SIAF          ","      ","01"
"P |01|SA1T10|X TSS|TSS01601","TSS016","01","CLIENTE CASA BRANCA-SP-PF-SIAF          ","      ","01"
"P |01|SA1T10|X TSS|TSS01701","TSS017","01","TSS017- DENEGADO                        ","      ","01"
"P |01|SA1T10|X TSS|TSS30001","TSS300","01","TOTVS SA                                ","      ","01"
"P |01|SA1T10|X TSS|TSS30101","TSS301","01","EXPORT                                  ","      ","01"
"P |01|SA1T10|X TSS|TSS30201","TSS302","01","CLIENTE SAO JOAO DA BARRA               ","      ","01"
"P |01|SA1T10|X TSS|TSS30301","TSS303","01","CLIENTE PADRAO FIS.                     ","      ","01"
"P |01|SA1T10|X TSS|TSS30401","TSS304","01","CLIEN_RETIDO                            ","      ","01"
"P |01|SA1T10|X TSS|TSS30501","TSS305","01","CLIEN_RETIDO_SP_SOROCABA                ","      ","01"
"P |01|SA1T10|X TSS|TSS30601","TSS306","01","TSS NFE - MINAS GERAIS                  ","      ","01"
"P |01|SA1T10|X TSS|TSS30701","TSS307","01","TSS RS- CLIENT SOLIDARIO PJ             ","      ","01"
"P |01|SA1T10|XAFIS|ES000101","ES0001","01","CLIENTE ES REV PJ                       ","      ","01"
"P |01|SA1T10|XAFIS|MG000101","MG0001","01","CLI MG PROD RURAL RETEM INSS            ","      ","01"
"P |01|SA1T10|XAFIS|MS000101","MS0001","01","CLIENTE MS PRODUTOR RURAL               ","      ","01"
"P |01|SA1T10|XAFIS|PB000101","PB0001","01","CLIENTE PB REVENDEDOR TPDP              ","      ","01"
"P |01|SA1T10|XCFIS|BA000101","BA0001","01","CLIENTE BA SOL PJ                       ","      ","01"
"P |01|SA1T10|XCFIS|DF000101","DF0001","01","CLIENTE DF CONS FINAL                   ","      ","01"
"P |01|SA1T10|XCFIS|ES000101","ES0001","01","CLIENTE ES CF N CONTRIB PJ              ","      ","01"
"P |01|SA1T10|XCFIS|MA000101","MA0001","01","CLIENTE MA SOL PJ                       ","      ","01"
"P |01|SA1T10|XCFIS|MG000101","MG0001","01","CLIENTE MG CON PJ                       ","      ","01"
"P |01|SA1T10|XCFIS|MG000201","MG0002","01","CLIENTE MG SOL PJ                       ","      ","01"
"P |01|SA1T10|XCFIS|PR000101","PR0001","01","CLIENTE PR CON PJ                       ","      ","01"
"P |01|SA1T10|XCFIS|PR000201","PR0002","01","CLIENTE PR REV PJ                       ","      ","01"
"P |01|SA1T10|XCFIS|PR000301","PR0003","01","CLIENTE PR REV SN PJ                    ","      ","01"
"P |01|SA1T10|XCFIS|PR000401","PR0004","01","CLIENTE TESTE PJ PARANA CF              ","      ","01"
"P |01|SA1T10|XCFIS|RJ000101","RJ0001","01","CLIENTE RJ REV PJ                       ","      ","01"
"P |01|SA1T10|XCFIS|RJ000201","RJ0002","01","CLIENTE RJ SOL PJ                       ","      ","01"
"P |01|SA1T10|XCFIS|RJ000301","RJ0003","01","CLIENTE PJ CF  RJ INSCRITO              ","      ","01"
"P |01|SA1T10|XCFIS|RJ000401","RJ0004","01","CLIENTE PJ RV RJ04                      ","      ","01"
"P |01|SA1T10|XCFIS|RJ000501","RJ0005","01","RJ-CONS FINAL                           ","      ","01"
"P |01|SA1T10|XCFIS|RO000101","RO0001","01","CLIENTE PJ RV RO01                      ","      ","01"
"P |01|SA1T10|XCFIS|RS000101","RS0001","01","CLIENTE RS CON PJ                       ","      ","01"
"P |01|SA1T10|XCFIS|RS000201","RS0002","01","CLIENTE RS SOL PJ                       ","      ","01"
"P |01|SA1T10|XCFIS|SC000101","SC0001","01","CLIENTE SC CON PJ                       ","      ","01"
"P |01|SA1T10|XCFIS|SC000201","SC0002","01","CLIENTE SC REV PJ                       ","      ","01"
"P |01|SA1T10|XCFIS|SC000301","SC0003","01","CLIENTE SC REV SN PJ                    ","      ","01"
"P |01|SA1T10|XCFIS|SP000101","SP0001","01","CLIENTE SP REV PJ                       ","      ","01"
"P |01|SA1T10|XCFIS|SP000201","SP0002","01","CLIENTE SP CON FINAL PJ                 ","      ","01"
"P |01|SA1T10|XCFIS|SP000301","SP0003","01","CLIENTE SP REV IES PJ                   ","      ","01"
"P |01|SA1T10|XCFIS|SP000401","SP0004","01","CLIENTE SP PJ CF ORG PUB DIF            ","      ","01"
